system:index,Aspect,B,Block,Ca,Cu,District,EC,Elevation,Fe,K,LULC,Latitude,Longitude,Mg,Mn,NDVI,NDWI,Organic_Carbon,P,Rainfall,S,Slope,Soil_Moisture,Temperature_C,Zn,pH,.geo,x_utm43n_m,y_utm43n_m
00000000000000000a11_0,246,0.3700000047683716,Vazhoor,115.15,1.9700000286102293,Kottayam,0.05,63,16.3099999999999,171.469999999999,10,9.49729999999999,76.71880340576172,220.25,35.599998474121094,0.6116021,-0.5939424,2.049999952316284,24.770000457763672,3085.2972028255463,51.75999999999991,9,0.435602419729179,26.166399919504613,8.630000114440918,5.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.71892078656913,9.497257857567256]}",688682.3937390824,1050300.110723941
00000000000000000a43_0,216,0.2599999904632568,Vazhoor,118.4,1.4700000286102295,Kottayam,0.05,130,17.56999969482422,136.3000030517578,10,9.509382247924805,76.731564,405.3999999999991,18.31999969482422,0.76637965,-0.68902147,2.720000028610229,13.470000267028809,3044.6077342033386,24.76000022888184,8,0.435602419729179,26.166399919504613,1.7999999523162842,5.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.7315870320752,9.509385113902866]}",690076.9277929331,1051643.472258386
00000000000000000a49_0,45,0.2399999946355819,Vazhoor,629.35,1.7599999904632568,Kottayam,0.05,133,17.190000534057617,185.25,10,9.507699966430664,76.73889923095703,399.12999999999903,20.9499999999999,0.7530989,-0.6997793,1.6299999952316284,132.099999999999,3044.6077342033386,31.6200008392334,1,0.435602419729179,26.166399919504613,2.009999990463257,5.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.73886338587658,9.507768146391449]}",690883.2974935228,1051461.4282945455
00000000000000000808_0,39,0.550000011920929,Vazhoor,437.45,2.6600000858306885,Kottayam,0.05,68,19.3799999999999,124.659999999999,10,9.539908409118652,76.732309,226.479999999999,16.1099999999999,0.8039867,-0.67463374,1.25,9.09000015258789,3044.6077342033386,6.130000114440918,6,0.435602419729179,26.166399919504613,3.910000085830689,5.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.73239551583094,9.539838002034514]}",690141.8340108139,1055020.3352626362
00000000000000000966_0,219,0.2599999904632568,Vazhoor,686.6,3.549999952316284,Kottayam,0.05,57,52.130001068115234,267.7900085449219,10,9.53263699999999,76.75094799999991,247.259999999999,38.54999999999991,0.61440736,-0.55765086,1.5,22.1299999999999,3284.5866940021515,41.59000015258789,6,0.4393978864549675,25.968037955067928,3.259999990463257,5.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.75099064221217,9.532561648233148]}",692192.3655801284,1054226.3602094513
00000000000000000a30_0,38,0.3700000047683716,Vazhoor,186.7,1.4600000381469729,Kottayam,0.05,100,18.520000457763672,48.60999999999991,10,9.517999649047852,76.73179626464844,278.649999999999,30.81999969482422,0.79139334,-0.7071768,2.150000095367432,40.00999999999991,3044.6077342033386,39.68999999999991,11,0.435602419729179,26.166399919504613,5.21999979019165,5.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.73185652666047,9.518008940630416]}",690097.668056171,1052596.7570766858
00000000000000000a94_0,207,0.4600000083446502,Vazhoor,423.5,3.25,Kottayam,0.05,36,12.550000190734863,178.979999999999,10,9.48009967803955,76.739501953125,253.3300018310547,28.1499999999999,0.5656855,-0.5428894,3.3499999046325684,29.15999984741211,3085.2972028255463,29.90999984741211,2,0.435602419729179,26.166399919504613,5.460000038146973,5.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.73940237504706,9.480010204112155]}",690964.7715101771,1048408.9262340537
00000000000000000abc_0,204,0.2599999904632568,Vazhoor,667.35,4.659999847412109,Kottayam,0.05,65,30.26000022888184,205.969999999999,10,9.47669999999999,76.7049999999999,249.52999877929688,32.1499999999999,0.82498807,-0.7297175,4.610000133514404,27.3999999999999,3085.2972028255463,10.90999984741211,18,0.435602419729179,26.166399919504613,4.260000228881836,6.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.70490706813689,9.476776269089328]}",687177.8702052429,1048014.1354990466
00000000000000000ac1_0,277,0.6499999761581421,Vazhoor,674.05,3.660000085830689,Kottayam,0.05,43,36.54999999999991,159.7100067138672,10,9.46439999999999,76.70649719238281,322.04998779296875,36.209999084472656,0.83666146,-0.7409613,4.119999885559082,15.25,3085.2972028255463,10.960000038146973,8,0.435602419729179,26.166399919504613,2.5899999141693115,6.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.70652403564827,9.464379518168478]}",687348.9500661351,1046654.4778269667
00000000000000000a27_0,74,0.2599999904632568,Vazhoor,586.7,2.220000028610229,Kottayam,0.05,34,20.5399999999999,221.8699951171875,10,9.51157899999999,76.743976,220.25,40.81999969482422,0.7255411,-0.6518856,1.5499999523162842,8.640000343322754,3044.6077342033386,15.729999542236328,7,0.435602419729179,26.166399919504613,2.5299999713897705,6.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.74398378299605,9.511541070584755]}",691438.5923735782,1051893.2843005394
00000000000000000a39_0,67,0.6600000262260437,Vazhoor,502.55,1.4600000381469729,Kottayam,0.05,125,18.520000457763672,127.38999938964844,10,9.514200210571287,76.7327999999999,166.5500030517578,10.260000228881836,0.7968617,-0.7301476,1.0,176.83999633789062,3044.6077342033386,46.39999999999991,7,0.435602419729179,26.166399919504613,1.7000000476837158,6.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.73293450500137,9.51423601643711]}",690209.9809958017,1052177.0579557512
00000000000000000c6e_0,79,0.2399999946355819,Chelannur,382.65,1.600000023841858,Kozhikode,0.06,20,16.299999237060547,204.2899932861328,50,11.385000228881836,75.8219985961914,78.1500015258789,12.5,0.26126125,-0.28221512,1.6699999570846558,18.239999771118164,2520.648606777191,14.380000114440918,5,0.388927718449176,27.08397624803541,3.0999999046325684,6.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8220428069042,11.385067427144428]}",589682.5934731014,1258676.6309624456
00000000000000001043_0,45,0.3700000047683716,Nedumangad,144.7,2.0,Thiruvananthapuram,0.06,78,28.200000762939453,229.0399932861328,10,8.5865883,77.01815795898438,217.8000030517578,16.81999969482422,0.611719,-0.5610256,0.949999988079071,3.369999885559082,2569.1813774108887,19.57999992370605,12,0.3928214516121284,26.02526806883691,0.6299999952316284,4.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0180597761809,8.586635654055293]}",722114.0738598187,949731.2670554783
00000000000000001271_0,4,0.9700000286102296,Nedumangad,645.15,0.8899999856948853,Thiruvananthapuram,0.06,75,1.6799999475479126,134.17999267578125,10,8.625590324401855,76.929042,141.32000732421875,28.34000015258789,0.35059863,-0.39771044,0.6600000262260437,25.06999969482422,2500.1436417102814,22.26000022888184,12,0.2175671157952481,26.093808692936875,1.6799999475479126,4.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9291265630531,8.625712368914492]}",712280.773251917,953995.0031048403
0000000000000000119f_0,303,0.4099999964237213,Nedumangad,243.05,1.2599999904632568,Thiruvananthapuram,0.06,67,19.38999938964844,78.29000091552734,10,8.706620216369629,76.98374938964844,161.92999267578125,31.93000030517578,0.77317524,-0.6837108,0.3499999940395355,21.540000915527344,2596.0672738552094,25.61000061035156,3,0.427891552234636,25.845163129099944,2.650000095367432,4.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.983833963856,8.706560744485252]}",718256.5312174124,962989.2994423205
000000000000000012cf_0,301,0.2800000011920929,Nedumangad,438.4,6.630000114440918,Thiruvananthapuram,0.06,78,13.270000457763672,213.25,10,8.623780250549316,76.94297790527344,66.27999877929688,29.149999618530277,0.7229851,-0.65102977,1.0,8.9399995803833,2500.1436417102814,13.229999542236328,5,0.2175671157952481,26.093808692936875,5.019999980926514,4.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94287078690013,8.623825906817842]}",713815.9272071081,953802.5572224868
000000000000000012d2_0,225,0.5099999904632568,Nedumangad,298.4,3.009999990463257,Thiruvananthapuram,0.06,56,31.170000076293945,105.62000274658205,10,8.634699821472168,76.9428482055664,52.07500076293945,13.0,0.5324955,-0.5007032,0.4099999964237213,6.010000228881836,2500.1436417102814,8.649999618530273,5,0.2175671157952481,26.093808692936875,2.0799999237060547,4.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94287078690013,8.634605690227275]}",713795.501318292,955010.3657198497
0000000000000000120f_0,135,0.3199999928474426,Nedumangad,497.6,3.619999885559082,Thiruvananthapuram,0.06,90,28.459999084472656,229.82000732421875,10,8.65680980682373,76.9878921508789,124.62000274658205,16.530000686645508,0.69009405,-0.64791584,1.5,19.489999771118164,2462.779383659363,69.52999877929688,4,0.427891552234636,25.845163129099944,4.25,4.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98787638263451,8.656704246216613]}",718741.370741395,957481.6997335628
00000000000000001236_0,209,0.449999988079071,Nedumangad,354.15,1.2999999523162842,Thiruvananthapuram,0.06,196,11.260000228881836,86.45999908447266,10,8.65524959564209,76.97300720214844,161.8000030517578,14.640000343322754,0.6701612,-0.6175178,2.0199999809265137,26.170000076293945,2462.779383659363,19.90999984741211,20,0.427891552234636,25.845163129099944,1.0299999713897705,4.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.97305418044652,8.655356773290436]}",717103.7480222821,957300.583888269
00000000000000001214_0,323,0.2399999946355819,Nedumangad,259.4,3.150000095367432,Thiruvananthapuram,0.06,114,48.709999084472656,98.0,10,8.660639762878418,76.98326873779297,136.2899932861328,15.350000381469728,0.4677219,-0.45261866,2.2699999809265137,26.530000686645508,2462.779383659363,14.880000114440918,5,0.427891552234636,25.845163129099944,1.840000033378601,4.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98329497468552,8.660746664995152]}",718230.2206912148,957902.7094523892
00000000000000001265_0,259,0.5899999737739563,Nedumangad,212.25,0.3799999952316284,Thiruvananthapuram,0.06,91,0.6000000238418579,203.05999755859372,10,8.62437915802002,76.91802978515625,180.27999877929688,4.519999980926514,0.80542266,-0.7335375,0.4699999988079071,15.149999618530272,2500.1436417102814,32.31999969482422,5,0.2175671157952481,26.093808692936875,0.6000000238418579,4.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.91807728505842,8.624364895988315]}",711069.174010065,953854.9242574717
000000000000000012ed_0,53,0.4699999988079071,Nedumangad,777.65,0.9800000190734864,Thiruvananthapuram,0.06,58,30.459999084472656,222.1000061035156,10,8.631930351257324,76.94133758544922,150.92999267578125,3.559999942779541,0.72628653,-0.6687282,0.1599999964237213,39.400001525878906,2500.1436417102814,71.0999984741211,5,0.2175671157952481,26.093808692936875,0.5600000023841858,5.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94125381938869,8.63191074437492]}",713630.7667312638,954703.1711482555
00000000000000001210_0,191,0.25,Nedumangad,890.1,3.5199999809265137,Thiruvananthapuram,0.06,107,23.979999542236328,330.510009765625,10,8.658109664916992,76.98513793945312,138.55999755859375,26.43000030517578,0.7646715,-0.69846845,1.4600000381469729,49.09999847412109,2462.779383659363,48.06999969482422,5,0.427891552234636,25.845163129099944,6.25,5.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98518143678217,8.658051719142797]}",718437.4391270025,957623.9059258959
000000000000000011be_0,258,1.25,Nedumangad,654.75,3.809999942779541,Thiruvananthapuram,0.06,129,10.8100004196167,184.5800018310547,10,8.644720077514648,77.02181243896484,108.02999877929688,12.100000381469728,0.5785918,-0.5692149,2.559999942779541,59.650001525878906,2693.513744354248,32.650001525878906,9,0.3928214516121284,26.02526806883691,3.809999942779541,5.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0218327003742,8.644846484466235]}",722482.4304234141,956163.9914788353
00000000000000001281_0,22,0.7799999713897705,Nedumangad,922.2,1.919999957084656,Thiruvananthapuram,0.06,67,2.309999942779541,334.1000061035156,10,8.625079154968262,76.919101,377.4299926757813,23.01000022888184,0.5915009,-0.60430855,1.2899999618530271,26.170000076293945,2500.1436417102814,19.239999771118164,15,0.2175671157952481,26.093808692936875,2.309999942779541,5.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.91915526339938,8.62517337974402]}",711186.7089308084,953932.9465432512
00000000000000001054_0,135,0.5199999809265137,Nedumangad,578.3,0.9800000190734864,Thiruvananthapuram,0.06,76,50.09000015258789,255.5800018310547,10,8.580303192138672,77.0131218,185.77999877929688,10.630000114440918,0.5265487,-0.52944905,1.9299999475479128,87.79000091552734,2569.1813774108887,72.54000091552734,10,0.3928214516121284,26.02526806883691,2.0199999809265137,5.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0132088736467,8.580437278594871]}",721563.2328835013,949033.0919787168
00000000000000001062_0,288,0.7599999904632568,Nedumangad,984.15,0.8100000023841858,Thiruvananthapuram,0.06,56,28.6299991607666,567.280029296875,10,8.566301666,77.0212833,308.42999267578125,0.3700000047683716,0.518882,-0.5521118,1.399999976158142,43.22999954223633,2569.1813774108887,41.369998931884766,3,0.3928214516121284,26.02526806883691,1.3200000524520874,6.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.02129371120378,8.566423560162605]}",722469.9905776094,947488.9522644955
0000000000000000108c_0,22,0.1800000071525573,Nedumangad,1000.0,4.980000019073486,Thiruvananthapuram,0.06,47,58.88999938964844,241.13999938964844,10,8.5534545,77.0011644,222.6000061035156,28.520000457763672,0.6185406,-0.56511205,7.03000020980835,49.869998931884766,2569.1813774108887,15.550000190734863,5,0.3928214516121284,26.02526806883691,9.6899995803833,6.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.00108161731106,8.553487820071282]}",720262.1494131812,946056.2170344683
000000000000000010f2_0,326,0.270000010728836,Nedumangad,519.1,3.4100000858306885,Thiruvananthapuram,0.06,89,116.52999877929688,111.0999984741211,10,8.581000328063965,76.96900177001953,500.0,26.540000915527344,0.55232376,-0.55158794,1.649999976158142,49.09999847412109,2365.778599262237,16.219999313354492,3,0.3928214516121284,26.02526806883691,6.260000228881836,6.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.96901176166801,8.580976267765344]}",716705.1476396918,949085.0118128962
000000000000000010d6_0,308,0.3199999928474426,Nedumangad,826.8,1.9800000190734863,Thiruvananthapuram,0.06,92,90.05000305175781,264.989990234375,10,8.592000007629395,76.94999694824219,311.8800048828125,9.960000038146973,0.7571965,-0.6669635,2.140000104904175,42.34999847412109,2390.1595487594604,14.210000038146973,6,0.2175671157952481,26.093808692936875,3.390000104904175,7.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94987764611625,8.59202554576001]}",714606.5416994486,950291.0752645821
00000000000000001093_0,37,0.6399999856948853,Nedumangad,362.4,1.5199999809265137,Thiruvananthapuram,0.06,38,79.12000274658203,175.38999938964844,10,8.5535533,77.003125,236.25,29.26000022888184,0.48573768,-0.5558096,0.0799999982118606,179.36000061035156,2569.1813774108887,40.02999877929688,9,0.3928214516121284,26.02526806883691,2.5899999141693115,7.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.00323757399298,8.553487820071282]}",720477.9744953312,946068.2687233533
000000000000000010db_0,225,0.3100000023841858,Nedumangad,814.2,2.200000047683716,Thiruvananthapuram,0.06,94,128.5399932861328,239.67999267578125,10,8.583999633789062,76.9540023803711,301.2799987792969,12.359999656677246,0.6481537,-0.63441503,1.409999966621399,60.52999877929688,2365.778599262237,24.61000061035156,1,0.3928214516121284,26.02526806883691,4.159999847412109,7.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.95392006489482,8.583940708202938]}",715052.0316837544,949408.345968744
000000000000000010ef_0,144,0.25,Nedumangad,520.4,2.25,Thiruvananthapuram,0.06,78,96.54000091552734,109.08999633789062,10,8.583000183105469,76.96900177001953,220.27999877929688,18.93000030517578,0.77289975,-0.6987795,2.0,187.32000732421875,2365.778599262237,18.90999984741211,8,0.3928214516121284,26.02526806883691,4.079999923706055,7.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.96901176166801,8.583132224447226]}",716704.012730086,949306.2309578058
0000000000000000030b_0,225,0.0549999997019767,Pampady,30.95,0.0780000016093254,Kottayam,0.06,50,19.766000747680664,65.97000122070312,10,9.603650093078612,76.63284301757812,118.43000030517578,4.23799991607666,0.69613856,-0.61069226,0.5699999928474426,4.960000038146973,3214.5778534412384,59.470001220703125,5,0.4305015865823355,26.158268531387364,0.1589999943971634,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.63295201387888,9.603708218735413]}",679187.9246046618,1062017.2196485049
000000000000000001ee_0,341,0.0209999999999999,Pampady,45.0,0.1174999997019767,Kottayam,0.06,21,5.544000148773193,79.73999786376953,10,9.67496109008789,76.608363,20.6299991607666,2.0239999294281006,0.5916076,-0.5625181,0.9800000190734864,17.079999923706055,3165.9217723608017,76.56999969482422,3,0.4363530125465791,25.890983232940755,0.1539999991655349,4.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.60842800662243,9.674854789237685]}",676463.7326348863,1069891.7165291107
00000000000000000407_0,57,0.0710000023245811,Pampady,786.9,0.0387500002980232,Kottayam,0.06,43,1.722000002861023,330.2900085449219,10,9.540410041809082,76.62090301513672,216.5500030517578,2.630000114440918,0.7508108,-0.6922675,2.4600000381469727,72.25,3286.278079509735,28.6299991607666,3,0.4342330860469015,26.166899391054077,0.0890000015497207,4.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.62082475754329,9.540376991204987]}",677910.2102836688,1055016.4805279318
00000000000000000045_0,256,0.0379999987781047,Pampady,134.0,0.124499998986721,Kottayam,0.06,35,14.824000000000002,168.0,10,9.643555556,76.65599822998047,168.8000030517578,20.43600082397461,0.7000845,-0.65012985,1.559999942779541,20.11000061035156,3204.423857688904,24.61000061035156,4,0.4400019563898574,26.01576770612627,0.2879999876022339,4.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.65612854820915,9.643593417350324]}",681708.3096103423,1066443.1360545924
00000000000000000299_0,27,0.0280000008642673,Pampady,233.8,0.0802500024437904,Kottayam,0.06,108,18.76799964904785,255.5800018310547,10,9.56659984588623,76.67762756347656,51.93000030517578,3.4739999771118164,0.7058824,-0.6439327,1.3200000524520874,21.770000457763672,3268.593032836914,49.75,4,0.4400019563898574,26.01576770612627,0.2739999890327453,4.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67768811502805,9.56651796597287]}",684123.8766368822,1057942.9433449688
000000000000000002f5_0,309,0.0379999987781047,Pampady,192.85,0.1572500020265579,Kottayam,0.06,47,25.56999969482422,450.1300048828125,10,9.580900192260742,76.63580322265625,205.4499969482422,13.619999885559082,0.46575788,-0.46909565,4.940000057220459,7.440000057220459,3329.6252043247223,96.4000015258789,13,0.4305015865823355,26.158268531387364,0.959999978542328,4.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.63591645431649,9.58080117899037]}",679524.8350756702,1059502.542484037
00000000000000000296_0,108,0.0309999994933605,Pampady,175.85,0.0930000022053718,Kottayam,0.06,61,14.07800006866455,246.2899932861328,10,9.5720796585083,76.6797866821289,47.22999954223633,9.675999641418455,0.7751549,-0.7013575,1.5199999809265137,7.710000038146973,3268.593032836914,92.98999786376952,3,0.4400019563898574,26.01576770612627,0.5820000000000001,4.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67984407170991,9.57217735226282]}",684357.9550450493,1058550.197657827
00000000000000000035_0,23,0.0419999999999999,Pampady,207.65,0.0564999999999999,Kottayam,0.06,29,3.640000104904175,329.1700134277344,10,9.650583333,76.64861111,75.7300033569336,5.7220001220703125,0.64358324,-0.63217664,0.800000011920929,177.6300048828125,3165.9217723608017,69.19000244140625,14,0.4363530125465791,25.890983232940755,0.2370000034570694,5.3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.64858269982255,9.650600276566458]}",680893.7782510882,1067216.5234668308
000000000000000000f5_0,248,0.0710000023245811,Pampady,218.35,0.0487499982118606,Kottayam,0.06,88,4.395999908447266,177.6300048828125,10,9.623515129089355,76.6618881225586,48.02999877929688,3.2239999771118164,0.7737286,-0.6800618,1.0199999809265137,9.09000015258789,3204.423857688904,11.199999809265137,5,0.4400019563898574,26.01576770612627,0.1430000066757202,5.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.6617879344991,9.623381323457636]}",682365.5261251511,1064229.6940450897
00000000000000000527_0,244,0.0340000018477439,Pampady,251.55,0.0797500014305114,Kottayam,0.06,22,6.693999767303467,318.19000244140625,10,9.588890075683594,76.60861206054688,95.83000183105467,9.289999961853027,0.63555557,-0.5789151,2.200000047683716,123.16000366210938,3329.6252043247223,10.149999618530272,2,0.4305015865823355,26.158268531387364,0.3989999890327453,5.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.60869750120764,9.588886016547441]}",676535.79661748,1060372.1718647617
00000000000000000539_0,263,0.0450000017881393,Pampady,247.3,0.0549999997019767,Kottayam,0.06,72,7.664000034332275,269.70001220703125,10,9.582770347595217,76.62370300292969,131.72999572753906,6.518000000000001,0.7668317,-0.693074,0.1500000059604644,45.459999084472656,3329.6252043247223,84.27999877929688,8,0.4305015865823355,26.158268531387364,0.4900000095367431,5.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.6237891979809,9.58268764108702]}",678195.5543570654,1059703.0970029964
00000000000000000037_0,29,0.0370000004768371,Pampady,136.35,0.0349999999999999,Kottayam,0.06,31,3.4799999999999995,768.6599731445312,10,9.651861111,76.64708333,161.5,5.868000030517578,0.61894023,-0.5858642,2.1600000858306885,36.34000015258789,3165.9217723608017,30.299999237060547,12,0.4363530125465791,25.890983232940755,0.2509999871253967,5.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.64696573231117,9.651947749492635]}",680725.4174390577,1067357.0430081622
000000000000000000fe_0,14,0.0399999991059303,Pampady,130.85,0.1087499999999999,Kottayam,0.06,57,23.28400039672852,135.07000732421875,10,9.626099586486816,76.6464614868164,139.85000610351562,13.906000137329102,0.600607,-0.58951175,0.1800000071525573,16.260000228881836,3214.5778534412384,26.3700008392334,4,0.4305015865823355,26.158268531387364,0.3939999938011169,5.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.6464267431407,9.62607626930999]}",680670.8818053214,1064507.3718479406
00000000000000000541_0,143,0.0399999991059303,Pampady,357.05,0.0414999999999999,Kottayam,0.06,61,8.236000061035156,387.9700012207031,10,9.58176040649414,76.6263427734375,162.8300018310547,5.670000076293945,0.7567123,-0.68338144,0.699999988079071,6.610000133514404,3329.6252043247223,36.66999816894531,14,0.4305015865823355,26.158268531387364,0.2009999999999999,5.5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.62621464924797,9.581879157331308]}",678485.8615541409,1059592.7628713623
000000000000000003ea_0,252,0.0469999983906745,Pampady,612.95,0.0699999999999999,Kottayam,0.06,36,4.941999912261963,390.5400085449219,10,9.550347328186035,76.61602020263672,163.3000030517578,3.312000036239624,0.77213335,-0.6967146,1.7400000095367432,25.899999618530277,3329.6252043247223,12.229999542236328,3,0.4305015865823355,26.158268531387364,1.0619999999999998,5.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.61597385500903,9.550348290858715]}",677368.9956302765,1056113.0580178415
000000000000000003ed_0,341,0.0509999990463256,Pampady,220.8,0.1817499995231628,Kottayam,0.06,44,1.5619999999999998,216.72000122070312,50,9.549298286437988,76.611354,153.5,2.497999906539917,0.27540106,-0.36480686,1.2400000095367432,35.81999969482422,3286.278079509735,23.100000381469727,12,0.4342330860469015,26.166899391054077,0.1149999999999999,5.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.61139244706004,9.54927031251777]}",676857.2616059021,1055994.637259205
0000000000000000051d_0,254,0.0450000017881393,Pampady,442.95,0.0409999999999999,Kottayam,0.06,37,5.291999816894531,423.5799865722656,10,9.60056972503662,76.61148071289062,203.22999572753903,8.315999999999999,0.50662476,-0.48852903,2.799999952316284,78.5199966430664,3214.5778534412384,9.43000030517578,7,0.4305015865823355,26.158268531387364,0.3359999999999999,5.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.61139244706004,9.600474283712586]}",676844.6358882902,1061665.4444411425
00000000000000000103_0,72,0.0219999998807907,Pampady,331.8,0.1062500029802322,Kottayam,0.06,43,11.0600004196167,321.5799865722656,10,9.62969970703125,76.6465072631836,146.5800018310547,6.98799991607666,0.8174338,-0.72264194,0.270000010728836,63.369998931884766,3214.5778534412384,12.15999984741211,6,0.4305015865823355,26.158268531387364,0.3519999980926513,5.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.6464267431407,9.629579698918057]}",680673.9919643878,1064905.5855361668
00000000000000000640_0,180,0.0240000002086162,Pampady,267.0,0.0604999996721744,Kottayam,0.06,67,10.333999633789062,459.2000122070313,10,9.627659797668455,76.73358917236328,96.1500015258789,8.399999618530273,0.4875033,-0.4973517,0.6299999952316284,35.27000045776367,3059.11890232563,84.27999877929688,4,0.4400019563898574,26.01576770612627,0.1870000064373016,5.7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.73347349417185,9.627693236821408]}",690233.480016591,1064727.1298622058
000000000000000001d8_0,270,0.0359999984502792,Pampady,592.1,0.0762500017881393,Kottayam,0.06,55,24.3439998626709,390.989990234375,10,9.673480033874512,76.61933898925781,129.64999389648438,11.543999671936035,0.6948792,-0.6295106,0.5400000214576721,39.400001525878906,3165.9217723608017,75.5,7,0.4363530125465791,25.890983232940755,0.3350000083446502,5.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.61920779003185,9.6735073163115]}",677669.0600438715,1069733.6102678133
00000000000000000518_0,135,0.0270000007003545,Pampady,502.2,0.0252500008791685,Kottayam,0.06,22,6.665999889373779,401.2999877929688,10,9.594249725341797,76.60449981689453,118.12999725341795,6.8180000000000005,0.6022496,-0.56460714,1.1399999856948853,87.62000274658203,3329.6252043247223,16.3799991607666,1,0.4305015865823355,26.158268531387364,1.00600004196167,5.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.60438558784386,9.594275908252158]}",676081.6227573834,1060962.85138765
0000000000000000051f_0,299,0.0520000010728836,Pampady,693.1,0.0699999999999999,Kottayam,0.06,50,3.634000062942505,310.79998779296875,10,9.597350120544434,76.61000061035156,110.0,6.279999999999999,0.7184066,-0.6441057,1.059999942779541,95.61000061035156,3329.6252043247223,13.5,10,0.4305015865823355,26.158268531387364,0.101000003516674,5.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.61004497413381,9.597240348689752]}",676683.8370761757,1061308.586418161
00000000000000000515_0,326,0.0540000014007091,Pampady,1000.0,0.2202499955892563,Kottayam,0.06,20,16.06800079345703,375.4200134277344,10,9.598690032958984,76.605712890625,279.7799987792969,11.84000015258789,0.6501691,-0.60143197,1.4800000190734863,136.39999389648438,3329.6252043247223,22.93000030517578,3,0.4305015865823355,26.158268531387364,0.6150000095367432,6.1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.60573306077009,9.598587821615936]}",676212.4864225602,1061454.5810466553
00000000000000000506_0,172,0.0460000000894069,Pampady,258.05,0.0615000016987323,Kottayam,0.06,34,19.81599998474121,219.07000732421875,10,9.59022045135498,76.60385131835938,114.27999877929688,7.5,0.75864846,-0.6763804,1.190000057220459,13.220000267028809,3329.6252043247223,10.390000343322754,7,0.4305015865823355,26.158268531387364,0.1689999999999999,6.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.60384659867344,9.590233489473626]}",676012.5165886871,1060516.8730676828
